Year,Haul,Station,Haul_rate,Net,Date,Lat_Deg_Start,Lat_Min_Start,Long_Deg_Start,Long_Min_Start,Lat_Deg_End,Lat_Min_End,Long_Deg_End,Long_Min_End,Compas,Time_Start,Time_End,Tow_minutes,Tow_dist_NM,Depth_Min_fm,Depth_Max_fm,Depth_Ave_fm,Clouds,Sea,Swell,Scope_fm,Gear_perf,Temp_Surf_C,Temp_Bottom_C,Sal_PSU,Comments
2006,1,187,,Homer,7/25/2006,64,18.66,166,32.07,64,18.72,166,29.96,86,18:54,19:21,26.9,1,14,14,14,9,1,1,75,20,13.8,,,
2006,2,186,,Homer,7/25/2006,64,24.29,166,13.57,64,23.62,166,11.89,133,21:10,21:37,26.3,1,15,19,17,9,1,1,75,20,17,,,
2006,3,185,,Homer,7/26/2006,64,20.54,165,45.22,64,19.58,165,44.64,165,11:30,11:56,25.2,1,11,12,11,9,1,1,50,20,11.6,,,
2006,4,185,r,Homer,7/26/2006,64,20.07,165,45.19,64,20.36,165,47.42,286,13:09,13:36,27,1,11,11,11,9,1,1,55,20,10.9,,,
2006,5,184,,Homer,7/26/2006,64,19.87,165,21,64,19.28,165,19.16,126,15:36,16:04,27.8,1,12,13,13,7,1,2,60,20,12.4,,,
2006,6,183,,Homer,7/26/2006,64,19.95,164,57.99,64,19.57,164,55.89,112,17:55,18:21,26.5,1,15,16,15,7,1,2,75,20,15.4,,,
2006,7,182,,Homer,7/26/2006,64,20.18,164,34.18,64,21.05,164,33.44,20,19:56,20:22,25.8,1,8,8,8,9,1,2,40,20,7.5,,,
2006,8,181,,Homer,7/26/2006,64,20.22,164,12.34,64,19.4,164,13.66,215,22:05,22:31,25.6,1,7,7,7,9,1,2,35,20,6.7,,,
2006,9,180,,Homer,7/27/2006,64,20.27,163,47.65,64,19.6,163,49.36,228,09:56,10:23,27.1,1,9,9,9,9,1,2,45,20,9.1,,,
2006,10,179,,Homer,7/27/2006,64,20.02,163,26.23,64,19.26,163,27.72,220,12:00,12:27,27,1,10,10,10,9,2,2,50,20,9.8,,,
2006,11,153,,Homer,7/27/2006,64,10.05,163,26.96,64,9.27,163,25.57,142,14:22,14:48,26,1,10,11,10,9,2,2,50,20,10.3,,,
2006,12,154,,Homer,7/27/2006,64,10.08,163,49.93,64,9.59,163,47.93,119,16:25,16:52,26.9,1,10,11,10,9,1,2,50,20,10.2,,,
2006,13,155,,Homer,7/27/2006,64,10.01,164,12.53,64,9.81,164,10.33,102,18:24,18:50,26,1,10,10,10,9,1,2,50,20,9.8,,,
2006,14,156,,Homer,7/27/2006,64,10.03,164,35.44,64,9.37,164,33.75,132,20:31,20:58,26.8,1,8,8,8,8,1,2,40,20,7.8,,,
2006,15,157,,Homer,7/27/2006,64,9.96,164,58.16,64,9.01,164,57.43,161,22:38,23:05,27,1,8,8,8,9,1,2,40,20,7.9,,,
2006,16,204,,Homer,7/30/2006,64,30.02,165,44.76,64,29.83,165,42.49,101,08:37,09:04,27.1,1,9,9,9,7,1,2,50,20,8.9,,,
2006,17,186,r,Homer,7/30/2006,64,20.81,166,6.31,64,19.89,166,7.26,204,11:18,11:44,26.2,1,12,14,13,7,1,2,75,20,13.1,,,
2006,18,161,,Homer,7/30/2006,64,10.1,166,29.61,64,9.1,166,29.46,176,13:55,14:21,25.8,1,14,14,14,8,1,2,75,20,13.9,,,
2006,19,134,,Homer,7/30/2006,64,0.44,166,29.45,63,59.45,166,28.68,161,15:43,16:10,27.5,1.1,15,15,15,8,2,2,75,20,18.3,,,
2006,20,135,,Homer,7/30/2006,64,0.04,166,51.7,63,59.19,166,50.49,148,18:10,18:35,25.4,1,17,17,17,9,2,2,100,20,17.4,,,
